"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"SFR - 6x4'","Bike","Warmup, starting easy then building to Z2, efforts in this order: •6x4min SFR, moderate grade climb, Z3/Tempo watts, 50-60 rpm (3 min recovery) ----Do 2 with hands in the drops. SFR = 300-320w.","1.5","","2022-12-01","","73187.828125","242","411","2196.139","","2.51527777777778","8.08258731363887","","74","","129","162","","","0.736131385186304","135.61","51","85","22","2","0","0","0","","","","21","91","18","20","1","0","","","","","",""
"Gravel - Steady Burn","Bike","General gravel free ride moving from Z1-Z3 based on feeling and terrain.","1.5","","2022-12-02","","69317.609375","228","417","2188.598"," *12/03/2022 Matti Rowe: Couldn't be bothered to ride outside today with the wind and temps.*","2.62722222222222","7.32899232131529","","79","","129","148","","","0.709008266231437","125.43","43","120","0","0","0","0","0","","","","31","74","51","1","0","0","","","","","",""
"Basic Strength 1","Strength","","0.75","","2022-12-02","","","","",""," *12/03/2022 Matti Rowe: Sparky legs today.  Squats went ☝🏻.*","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance","Bike","3-4h @ Z1-Z2 HR. It's just about time on the bike, keep intensity low.","3.5","","2022-12-03","This can be longer, keep up high fuel intake to maximize recovery ahead of tomorrow's gym session.","102386.7734375","223","429","2596.453","","3.27299404144287","8.6899995803833","","85","","132","151","","","0.657059123011542","141.24","29","165","10","0","0","0","0","","","","31","136","28","1","0","0","","","","","",""
"Family Day","Custom","","","","2022-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-12-04","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFR - 6x4'","Bike","Warmup, starting easy then building to Z2, efforts in this order: •6x4min SFR, moderate grade climb, Z3/Tempo watts, 50-60 rpm (2 min recovery) ----Do 2 with hands in the drops. SFR = 300-320w. •12' Z3 @ normal cadence (155-160 bpm)","1.5","","2022-12-05","Note reduction from 3' to 2' recovery in the SFRs.","102709.1171875","226","406","2619.419","","3.25736045837402","8.75899982452393","","80","","127","152","","","0.700508291953572","159.47","93","94","22","0","0","0","0","","","","39","109","25","22","0","0","","","","","",""
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-12-06","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Basic Strength 1","Strength","","0.75","","2022-12-07","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6x20"" stomps","Bike","Base pace in mostly Z1, with option to ride Z2 once done with sprint work: •6 x 20sec ""stomps"" - these are done seated, in a big gear (53x15ish), from a near stop (<10 mph), max acceleration. Full recovery between sprints (minimum = 2min). In the sprints prioritize speed production via FORM over power production on the meter. Focus on generating power over the top of the pedal stroke (10-2 on the clock).","1","","2022-12-07","","80669.8203125","231","600","2082.781","","2.52190804481506","8.88500022888184","","87","","140","174","","","0.729977426101251","134.16","15","101","12","7","19","6","0","","","","32","80","20","14","1","3","","","","","",""
"Kona Tur","Walk","","","","2022-12-07","","12902.8603515625","","","","","1.75862860679626","2.03800010681152","","118","","103","128","","","0.572284514898459","64.71","105","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"HVILE","Day Off","","","","2022-12-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Start or End the day with Yoga","Strength","There's a great variety of yoga lessons here, mix it up: https://www.youtube.com/user/yogawithadriene/videos Use this as a time to remove your mind from cycling and go to a different place.","0.5","","2022-12-09","Matti, you could do an easy spin as an option but I wouldn't force it.","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sea Level Intensity Seilors 4x7s","Bike","1-1.5h general endurance Z1-Z2.","1","","2022-12-09","","85180.15625","239","558","2609.72","","3.06315565109253","7.72399997711182","","85","","136","181","","","0.806839452655883","199.41","40","110","4","3","20","10","3","","","","41","70","34","7","29","2","","","","","",""
"Family Day","Custom","","","","2022-12-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sea Level Intensity Over Unders","Bike","Matti - I'm putting a ski day in as it fits well in the calendar. In case you want a bike workout and want some structure - think aerobic endurance as the goal, not too intense. I like something along the lines of: -2 x 25' high Z2 / low Z3 HR (140-150 bpm) -8 x 30"" @ 110+ rpm / 60"" recovery - put some power behind these, but prioritize cadence","","","2022-12-10","","83537.609375","230","627","2499.036","","3.04756879806519","7.61399984359741","","83","","105","159","","","0.788380756137191","189.39","150","30","4","2","0","0","0","","","","46","72","31","21","3","10","","","","","",""
"Lap Swimming","Swim","","","","2022-12-10","","1950","","","","","1.04557943344116","0.51792828685259","","36","","96","116","","","0.581602403436605","39.23","63","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Sea Level Intensity","Bike","+/- 2h open structure ride, include a bit of ""fartlek"" style intensity - meaning picking some sections of road and just hit it hard guided by sensation, music, your power meter or all of the above.","","","2022-12-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stair Master!!!","Other","","","","2022-12-11","","2298.56005859375","","",""," *12/12/2022 Matti Rowe: Tired today.*","1.19349086284637","0.535000026226044","","6","","133","146","","","0.624695795494958","51.84","9","63","2","0","0","0","0","","","","","","","","","","","","","","",""
"HVILE","Day Off","","","","2022-12-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Basic Strength 1","Strength","","0.75","","2022-12-13","","","","",""," *12/14/2022 Matti Rowe: Short for time but got in squats and deadlifts.*","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sprints, Z3","Bike","Base @ comfortable Z1-Z2 + efforts: -10' low Z3 -4 x 20"" stomps -10' low Z3 -4 x 20"" stomps Recovery between sprints >2', between Z3 and sprints >5'.","1.5","","2022-12-13","","69131.859375","234","761","2140.409","","2.52666666666667","7.6002483921504","","78","","124","158","","","0.724060900135928","130.8","83","55","21","2","0","0","0","","","","29","89","22","9","0","2","","","","","",""
"Z2 + HC","Bike","Z2 base. In the final hour high cadence work: 8 x 1 min, 300-320w, 110+ rpm / 1 min recovery","1","","2022-12-14","","54010.62109375","224","371","1644.801"," *12/15/2022 Matti Rowe: Fucked up stressful day. Just whatevered in Z2 to decompress.*","2.02777777777778","7.39871521832192","","77","","105","135","","","0.662104651118987","86.98","105","22","0","0","0","0","0","","","","22","85","15","0","0","0","","","","","",""
"SFR Transitions (6x5')","Bike","Z2 base with efforts spaced through as they fit terrain, in this order: •10 min low Z3 @ 100+ rpm (145-150 bpm) •6x5 min as 4 min SFR + 1 min Z4 90+ rpm* *Do as 2 sets of 3x5' / 2' recovery (>8' recovery between sets). Go Z1 for 5-10 min after each effort before resuming Z2.","1.5","","2022-12-15","SFR = 50-60 rpm, 300-330w","70820.078125","245","432","2215.078","","2.50416666666667","7.85580456184138","","71","","132","159","","","0.756806627814457","142.41","38","98","18","4","0","0","0","","","","26","75","20","28","1","0","","","","","",""
